Dialogue_id	Utterance_id	Text	Label	Start_timestamp	End_timestamp	Source	speakername
28	2	just stand there and make brown, like jonah?	taunt	00:05:58,391	00:06:01,161	superstore	Dina
28	4	exactly. he just sat there and watched a guy rob the store.	criticize	00:06:04,231	00:06:07,434	superstore	Dina
28	9	what if the baby is wearing a bomb?	doubt	00:06:31,324	00:06:33,894	superstore	Cheyenne
29	0	oh, yeah. yeah.	agree	00:07:32,519	00:07:34,187	superstore	superstore person3
29	3	i like to wake up when my body is ready, you know what i mean?	confirm	00:07:57,044	00:07:59,579	superstore	superstore person3
30	1	this little girl won't try and stop you.	taunt	00:08:31,444	00:08:33,180	superstore	Dina
30	2	i'm just--i'm gonna go pay for it.	leave	00:08:40,087	00:08:41,955	superstore	superstore person4
32	0	ken? you're--you're here.	doubt	00:10:06,839	00:10:09,809	superstore	Glenn
32	2	okay, um, look, maybe i wasn't clear, and that's my fault.	apologise	00:10:12,612	00:10:17,584	superstore	Glenn
35	2	oh, no. none of us get invited to that.	oppose	00:14:38,678	00:14:41,981	superstore	Sandra
35	6	let's do it! bowling night!	advise	00:14:53,826	00:14:56,329	superstore	Amy
35	9	wow. yeah.	agree	00:15:18,518	00:15:20,953	superstore	Amy
35	10	i can't.	oppose	00:15:32,999	00:15:34,834	superstore	Amy
36	0	it's my first write-up. ever.	flaunt	00:15:48,748	00:15:50,817	superstore	Dina
36	2	i just came over to ask you in the most polite way possible to please clean up the spill in aisle nine.	explain	00:15:56,989	00:16:03,463	superstore	Dina
36	4	well, i'd rather be a bully than a castrated garden gnome.	taunt	00:16:13,039	00:16:15,908	superstore	Dina
36	5	well, who knows what's under those little pants?	taunt	00:16:18,745	00:16:19,979	superstore	Dina
36	6	that's not the point. the point is, at least i'm not too weak to stop a simple robbery.	taunt	00:16:20,012	00:16:24,751	superstore	Dina
36	7	that was an awkward situation. i could have destroyed that guy.	explain	00:16:24,784	00:16:28,488	superstore	Jonah
36	8	with muscles like those? come on.	taunt	00:16:28,521	00:16:30,089	superstore	Dina
36	10	oh. well, then come at me.	invite	00:16:40,900	00:16:42,569	superstore	Dina
37	0	bullies just need to be confronted.	explain	00:17:16,035	00:17:17,704	superstore	Jonah
37	2	because if you were really a feminist, you'd punch me in the face.	taunt	00:17:28,815	00:17:31,884	superstore	Dina
37	7	are you okay? yeah, yeah, i'm good.	care	00:18:11,223	00:18:12,925	superstore	Garrett
45	1	i just want to cover it up until the coroner gets here.	explain	00:04:23,313	00:04:27,217	superstore	Glenn
45	2	i know we don't specifically promise no dead bodies, but we shouldn't have to.	explain	00:04:29,519	00:04:33,991	superstore	Glenn
45	3	fine, just don't go touching the body.	inform	00:04:34,024	00:04:36,326	superstore	Dina
48	0	like he's a dead employee.	joke	00:07:34,704	00:07:36,339	superstore	superstore person1
48	1	no.	oppose	00:07:37,674	00:07:39,142	superstore	Glenn
48	6	that was the coroner's office.	inform	00:07:49,319	00:07:51,021	superstore	Dina
48	8	the point is, they're not gonna be here for a while.	emphasize	00:07:56,459	00:07:58,728	superstore	Dina
48	9	oh, come on.	complain	00:07:58,761	00:08:00,097	superstore	Glenn
49	3	what do we got here, the lunch police?	joke	00:08:45,742	00:08:47,477	superstore	Amy
49	4	take me downtown, officer bumblebee.	joke	00:08:49,179	00:08:50,780	superstore	Amy
49	5	kelly, could you jump on register four?	arrange	00:08:54,317	00:08:56,419	superstore	Amy
49	6	yeah.	acknowledge	00:09:05,362	00:09:07,464	superstore	Amy
49	9	yup, that's why they're made to go.	explain	00:09:12,135	00:09:15,072	superstore	Amy
49	10	uh-oh, phone police.	joke	00:09:18,508	00:09:20,510	superstore	Amy
49	11	you'll never take me alive.	leave	00:09:22,345	00:09:24,047	superstore	Amy
50	4	please, listen to me.	inform	00:09:57,280	00:09:59,249	superstore	Glenn
50	5	the housewares section is very, very scary.	inform	00:09:59,282	00:10:03,086	superstore	Glenn
50	7	turn back before it's too late.	warn	00:10:05,255	00:10:07,357	superstore	Glenn
50	9	you--you--you've been warned.	inform	00:10:24,474	00:10:25,808	superstore	Glenn
50	10	okay.	acknowledge	00:10:25,842	00:10:26,876	superstore	Jonah
52	0	with sal's passport?	taunt	00:11:16,393	00:11:18,328	superstore	Nico
52	2	if i can make elias look like dame edna, i can make you look like sal.	flaunt	00:11:20,263	00:11:24,467	superstore	Cheyenne
52	6	i think...we should...	agree	00:11:37,347	00:11:39,482	superstore	Nico
52	8	we agreed on a kitty cat.	complain	00:11:46,223	00:11:47,524	superstore	superstore person1
53	0	she saw the match before i could get her phone.	inform	00:12:04,574	00:12:06,876	superstore	Amy
53	1	oh, okay, we need to  freaky friday  this.	joke	00:12:06,909	00:12:08,611	superstore	Garrett
53	4	she sent him a wink.	inform	00:12:19,622	00:12:20,990	superstore	Amy
56	0	you seem good.	care	00:15:42,725	00:15:44,727	superstore	Kelly
56	1	i had a bar this morning with like 20 grams of protein.	explain	00:15:46,195	00:15:49,031	superstore	Jonah
56	3	yeah.	agree	00:15:51,701	00:15:53,202	superstore	Jonah
56	4	oh, no, no, i'm fine.	oppose	00:15:54,737	00:15:56,539	superstore	Jonah
57	0	so you'll have to do the make-up yourself for the trip back.	inform	00:16:07,116	00:16:11,020	superstore	Cheyenne
57	5	that's stupid.	taunt	00:16:39,048	00:16:41,584	superstore	superstore person2
58	1	yeah, i was gonna get one, but they're like a hundred bucks.	explain	00:16:51,794	00:16:54,230	superstore	superstore person3
58	6	i guess i could put it on my lawn.	advise	00:17:02,872	00:17:05,608	superstore	superstore person3
60	0	how could i humiliate you?	doubt	00:17:47,950	00:17:48,918	superstore	Jonah
60	1	i barely talk to you.	explain	00:17:48,951	00:17:49,919	superstore	Jonah
60	4	you know what, kelly, i feel like i cut your break short.	apologise	00:17:52,121	00:17:55,124	superstore	Amy
60	5	this guy's playing mind games with me all day.	criticize	00:17:58,728	00:18:01,698	superstore	Kelly
60	7	i'm an ally.	emphasize	00:18:03,032	00:18:04,200	superstore	Jonah
60	10	stop lying!	prevent	00:18:08,871	00:18:11,741	superstore	Kelly
60	11	it was me. i did it.	explain	00:18:15,945	00:18:16,946	superstore	Amy
61	4	oh, god. uh...	leave	00:19:21,310	00:19:24,747	superstore	superstore person2
62	4	i'm not going, okay?	oppose	00:19:37,326	00:19:38,294	superstore	superstore person2
62	5	it's not worth it.	complain	00:19:38,327	00:19:39,929	superstore	superstore person2
62	7	i need to wash this all off before it's too late.	leave	00:19:41,864	00:19:43,766	superstore	superstore person2
65	1	you know the rules. no religious crap in the store.	criticize	00:00:08,742	00:00:10,678	superstore	Dina
65	3	this is just a winter barn display.	introduce	00:00:12,813	00:00:16,016	superstore	Glenn
65	4	with a baby jesus and three wise men?	taunt	00:00:16,049	00:00:17,585	superstore	Dina
65	5	that is a normal barn baby and three men of average intelligence.	introduce	00:00:17,618	00:00:22,456	superstore	Glenn
65	6	oh, wow. well, i feel foolish.	taunt	00:00:25,759	00:00:28,696	superstore	Dina
65	7	i can't believe that i thought this guy was a wise man.	taunt	00:00:30,531	00:00:33,601	superstore	Dina
65	13	wait, give me that! that's baby jesus!	prevent	00:01:09,803	00:01:11,839	superstore	Glenn
69	0	oh, great.	praise	00:04:17,868	00:04:19,570	superstore	Marcus
69	1	narc alert. oh, it's the fun police.	taunt	00:04:19,603	00:04:21,905	superstore	superstore person1
69	4	yeah, you just always act all lame and stuff.	criticize	00:04:27,310	00:04:29,513	superstore	Marcus
69	6	that was the tiniest sip i've ever seen.	taunt	00:04:41,024	00:04:42,793	superstore	superstore person1
73	1	so  winter wonderland  is okay, and-you want to see what christmas is all about?	invite	00:10:31,008	00:10:38,315	superstore	Glenn
73	3	sorry, we're making up for lost time.	explain	00:10:44,554	00:10:46,890	superstore	superstore person2
73	4	oh, no, no, no. kiss away.	oppose	00:10:46,924	00:10:48,391	superstore	Glenn
73	6	oh, there won't be a next tour.	oppose	00:10:53,463	00:10:55,665	superstore	superstore person3
73	8	okay, i was smoking something i did not know was meth.	explain	00:11:00,437	00:11:03,540	superstore	superstore person2
74	0	i mean, it's just-it's messed up.	complain	00:11:58,361	00:11:59,662	superstore	Amy
74	1	i'm just gonna say it. men are from mars.	taunt	00:12:01,564	00:12:04,401	superstore	Dina
74	6	no. no, no, no, no, no, no. you should not go over there.	prevent	00:12:17,514	00:12:22,185	superstore	Dina
74	8	yeah, just always assume we're talking about bridgett's house.	agree	00:12:26,123	00:12:28,758	superstore	Dina
74	10	oh, yeah, i should not be getting behind the wheel of a car right now.	agree	00:12:36,633	00:12:40,437	superstore	Dina
75	6	oh, no, no, no. today's gonna be a mess.	oppose	00:14:05,488	00:14:08,158	superstore	Dina
75	7	we got to go. we got to go.	leave	00:14:09,459	00:14:11,428	superstore	Amy
77	1	okay, 'cause you look a little bit like a disgruntled keebler elf about to shoot up the tree house.	joke	00:16:53,423	00:16:58,528	superstore	Kelly
77	2	it's just--it's like he wants to be mad at me, so he just comes up with these little excuses.	complain	00:16:58,561	00:17:03,433	superstore	Jonah
79	2	i'm gonna crash elsewhere tonight, so...	inform	00:19:39,822	00:19:41,824	superstore	Jonah
79	7	okay.	agree	00:19:56,939	00:19:58,741	superstore	Garrett
79	8	well, i think i finally figured out these christmas lights.	inform	00:19:58,775	00:20:02,912	superstore	Glenn
81	7	it's so gross! especially in the kitchen.	criticize	00:00:39,172	00:00:41,709	superstore	Kelly
81	8	if you think about it, it's not that gross.	oppose	00:00:41,742	00:00:44,478	superstore	Cheyenne
81	9	fart air has billions of fecal particles in it.	introduce	00:00:49,583	00:00:51,118	superstore	Dina
81	19	wait, these cups?	confirm	00:01:34,462	00:01:36,597	superstore	Marcus
82	0	hey, guys. it's your girl, kelly.	introduce	00:01:46,974	00:01:48,842	superstore	Kelly
82	3	too funny.	praise	00:01:56,984	00:01:58,852	superstore	Marcus
82	5	okay, is the joke that it's so boring, or...	confirm	00:02:03,456	00:02:06,994	superstore	Amy
82	10	i don't understand this.	ask_help	00:02:24,011	00:02:26,446	superstore	Glenn
83	2	a huge number of these things bounced back, and that makes me worried that it's either russian hackers...	complain	00:02:44,998	00:02:50,804	superstore	Glenn
83	4	an employee's inventing fake customers.	criticize	00:02:58,545	00:03:00,513	superstore	Glenn
83	6	you get a dollar per blue card?	confirm	00:03:05,853	00:03:07,487	superstore	Garrett
83	7	almost all of these customers were signed up by the same employee.	emphasize	00:03:23,904	00:03:28,275	superstore	Glenn
84	2	it's just that i noticed they seem to have really unusual names.	emphasize	00:03:34,481	00:03:39,386	superstore	Glenn
84	4	oh, martin! uh, yeah.	agree	00:03:47,494	00:03:49,496	superstore	Nico
84	7	but another one is-a-and i'm not accusing you of this, but maybe...	emphasize	00:04:03,676	00:04:10,550	superstore	Glenn
85	3	besides, it'll be fun.	praise	00:04:36,143	00:04:38,111	superstore	Dina
85	4	couple of gals clickin' and a-clackin' around the net.	taunt	00:04:38,145	00:04:41,982	superstore	Dina
86	0	hey, guys. it's your girl, kelly.	introduce	00:04:55,228	00:04:57,264	superstore	Kelly
86	1	well, this one has a really bad wheel.	complain	00:05:00,433	00:05:03,536	superstore	Kelly
88	1	oh, look! it's a two-for-one sale!	introduce	00:07:16,669	00:07:20,107	superstore	Amy
88	3	all right, that is bad.	complain	00:07:26,246	00:07:28,415	superstore	Amy
88	4	can you please not watch me?	prevent	00:07:30,683	00:07:32,319	superstore	Amy
89	8	hey, let's see if they have a page for buying a boogie board on there, huh?	advise	00:08:33,946	00:08:37,717	superstore	Garrett
89	10	click on the  about,  where it tells you the story of how the company started.	advise	00:08:39,486	00:08:44,324	superstore	Garrett
91	1	cool. then i guess we can stop?	advise	00:09:27,567	00:09:29,902	superstore	Cheyenne
91	2	elias went on a date with two women?	confirm	00:09:31,338	00:09:33,673	superstore	Dina
91	5	is that like when three hideous people get together?	confirm	00:09:45,017	00:09:47,720	superstore	Dina
93	0	did you know marcus has a podcast called  celebrities i would bone,  and in every episode he just lists celebrities he would bone.	confirm	00:10:50,650	00:10:58,791	superstore	Cheyenne
93	3	remember anna who had to leave to take care of her sick mom?	confirm	00:11:04,497	00:11:07,367	superstore	Dina
93	7	she's gonna have back problems. waste of money.	taunt	00:11:15,375	00:11:17,710	superstore	Cheyenne
95	3	it's a work in progress, and--and i know it's corny.	explain	00:12:16,636	00:12:19,472	superstore	Amy
95	6	okay.	acknowledge	00:12:27,614	00:12:28,815	superstore	Amy
96	7	how about lunch?	invite	00:13:03,916	00:13:05,618	superstore	Glenn
96	8	we'll go up to the beef barn and get a--a table right near the tractor?	advise	00:13:05,652	00:13:09,622	superstore	Glenn
99	5	oh, hey, speaking of the rat traps, did you get a chance to watch the video before you posted it?	confirm	00:16:18,144	00:16:24,083	superstore	Jonah
101	7	you wanna know something funny?	confirm	00:19:16,122	00:19:17,790	superstore	Cheyenne
101	8	uh, yeah!	agree	00:19:17,824	00:19:20,960	superstore	Dina
101	12	well, i--i just gotta go grab the form to write you up.	leave	00:19:41,613	00:19:48,420	superstore	Dina
103	0	oh, you don't really have to clean out the rat traps.	advise	00:20:24,356	00:20:27,593	superstore	Amy
104	3	where are we watching this year?	ask_opinions	00:00:14,247	00:00:15,749	superstore	Justine
104	6	i am!	emphasize	00:00:48,548	00:00:50,483	superstore	Amy
104	10	i know where to get the sauce--that's easy.	flaunt	00:00:59,392	00:01:01,294	superstore	Amy
104	11	you really don't have to do this.	prevent	00:01:01,328	00:01:03,463	superstore	Jonah
104	13	you guys, my life is not in shambles.	oppose	00:01:06,366	00:01:08,568	superstore	Amy
104	18	she was born on third base.	introduce	00:01:29,056	00:01:30,457	superstore	Jonah
106	0	ugh, i'm overdressed.	flaunt	00:02:42,662	00:02:44,431	superstore	Kelly
106	7	i've seen less sparkles at a pride parade.	taunt	00:03:14,027	00:03:17,297	superstore	Dina
107	0	all the photos of adam are gone.	introduce	00:03:19,066	00:03:21,301	superstore	Nico
107	1	everyone enjoying themselves?	care	00:03:23,203	00:03:25,172	superstore	Amy
109	1	yes, was he pumping petrol?	joke	00:05:23,523	00:05:26,426	superstore	Garrett
109	2	where might i find the ah right next to the vit-ah-mins.	joke	00:05:26,459	00:05:32,665	superstore	Jonah
109	6	uh, pardon me, but do you have any bags of mulch?	joke	00:05:52,719	00:05:57,424	superstore	Garrett
109	7	he sounded exactly like that.	introduce	00:05:57,457	00:05:59,292	superstore	Jonah
110	3	is this like a  mannequin  situation?	taunt	00:06:49,842	00:06:51,611	superstore	Nico
111	2	mm. we could present it as tartare?	advise	00:07:18,671	00:07:21,841	superstore	Jonah
111	4	people aren't here to eat barbecue.	comfort	00:07:24,644	00:07:26,379	superstore	Jonah
112	1	why do you have all these remotes that do absolutely nothing?	complain	00:07:42,529	00:07:44,897	superstore	Garrett
112	5	hey, have you tried unplugging it and then plugging it back in?	advise	00:07:50,670	00:07:53,640	superstore	Glenn
112	8	it could be the thing that brings you back together.	advise	00:08:02,415	00:08:04,717	superstore	superstore person1
112	9	okay, i'm going to go watch it at home.	leave	00:08:15,728	00:08:16,929	superstore	Nico
112	13	say hi, jerry.	arrange	00:08:32,779	00:08:35,214	superstore	Sandra
113	4	that's probably not going to be very appetizing.	oppose	00:09:26,366	00:09:29,035	superstore	Jonah
114	2	it doesn't matter. i don't know designers.	comfort	00:09:40,413	00:09:42,615	superstore	superstore person1
115	5	no, then you're going to miss all my snarky comments about the dresses.	joke	00:10:37,737	00:10:41,608	superstore	Amy
115	6	oh, you mean when you say the person just looks like whatever fruit the color of the dress is?	taunt	00:10:41,641	00:10:44,977	superstore	Nico
115	7	remember, last time, when natalie portman looked like  girl, go on with your banana self?	joke	00:10:45,011	00:10:50,950	superstore	Amy
115	8	let's go.	leave	00:10:50,983	00:10:54,854	superstore	Sandra
116	0	no, no, no, dinner's almost ready.	prevent	00:11:08,868	00:11:10,470	superstore	Amy
116	1	oh, yeah, no, it's a great golden globes party.	praise	00:11:10,503	00:11:13,440	superstore	Glenn
116	3	yeah, i know, but jerusha is ovulating right now.	emphasize	00:11:20,179	00:11:23,049	superstore	Glenn
116	5	no.	prevent	00:11:30,790	00:11:32,859	superstore	Amy
116	8	i-i couldn't.	oppose	00:11:36,563	00:11:39,766	superstore	Glenn
116	9	please, glenn, please.	ask_help	00:11:39,799	00:11:42,068	superstore	Amy
117	7	all right, so the game is called answers.	introduce	00:12:26,212	00:12:30,817	superstore	Kelly
117	8	and you can only ask questions, or you can only reply with questions.	introduce	00:12:30,850	00:12:35,622	superstore	Kelly
117	11	does anyone understand this game?	doubt	00:13:07,319	00:13:09,021	superstore	Dina
117	13	jerry gets it.	praise	00:13:11,558	00:13:12,925	superstore	Kelly
117	19	it's still fun, because it was fun before.	praise	00:13:23,903	00:13:25,772	superstore	Jonah
117	21	okay, i came here to watch the globes, not sit around starving in some sad, divorced woman's house.	taunt	00:13:29,876	00:13:35,081	superstore	Nico
117	22	brett, let go of my hand!	arrange	00:13:35,114	00:13:36,315	superstore	Nico
117	25	she's going to fix the tv.	inform	00:13:45,224	00:13:46,659	superstore	Amy
117	27	like, p.f. chang's  get out of here  good.	joke	00:13:50,763	00:13:52,665	superstore	Amy
117	28	come on, girl.	leave	00:13:52,699	00:13:54,801	superstore	Garrett
117	32	it's a great time.	comfort	00:14:11,117	00:14:13,820	superstore	Dina
119	1	yeah. it was a two-person job, so the two-the two of us did it.	inform	00:15:34,767	00:15:39,271	superstore	Glenn
121	1	guys, look, this party is a bust.	complain	00:18:06,052	00:18:10,189	superstore	Amy
121	2	you guys were right. my--my life is--is in shambles.	complain	00:18:10,222	00:18:14,226	superstore	Amy
121	4	of course it is.	agree	00:18:16,128	00:18:17,229	superstore	Nico
121	6	okay, yeah, but, you know, it's not like somebody died or something.	comfort	00:18:26,873	00:18:30,910	superstore	Jonah
121	7	that's how you judge the success of a party--	taunt	00:18:30,943	00:18:32,544	superstore	Garrett
121	10	and yet you kept the dress.	taunt	00:18:38,350	00:18:40,286	superstore	Nico
121	12	you've never been on your own before.	comfort	00:18:42,989	00:18:45,491	superstore	Glenn
121	13	it takes some getting used to.	comfort	00:18:45,524	00:18:47,426	superstore	Glenn
121	14	yeah, it's like, jerry basically had to relearn everything.	comfort	00:18:47,459	00:18:50,963	superstore	Sandra
121	18	i'd say something supportive 'cause you're my friend, but that's not what i do.	comfort	00:19:16,388	00:19:20,659	superstore	Garrett
121	19	i understand.	acknowledge	00:19:20,692	00:19:23,295	superstore	Amy
122	3	do you want to go to chang's?	invite	00:19:35,707	00:19:38,577	superstore	Nico
122	4	we can watch the losers give drunken interviews at the after-parties.	advise	00:19:38,610	00:19:41,413	superstore	Nico
122	8	oh, um, no, i-i got a lot of meat to eat, and, i, um-i got to clean up and...	oppose	00:20:05,704	00:20:12,444	superstore	Amy
122	9	um, pro tip-throw the microwave away.	advise	00:20:14,046	00:20:17,316	superstore	Jonah
122	12	yeah, next weekend, same chicken.	joke	00:20:23,589	00:20:26,492	superstore	Amy
123	1	hey, you fixed it! look who's crawling out of rock bottom.	praise	00:21:04,530	00:21:07,433	superstore	Dina
129	1	no!  bring back the staff a week before...	oppose	00:05:49,209	00:05:51,578	superstore	Dina
129	2	okay, guys. we just need to figure out what we're going to do.	advise	00:05:56,016	00:05:58,418	superstore	Amy
131	1	look, we can always redo stuff tomorrow, so for now, it's better to do things fast and bad than slow and good.	inform	00:06:52,539	00:06:59,312	superstore	Amy
131	2	okay. i'm--i'm prioritizing both.	inform	00:07:09,322	00:07:11,925	superstore	Cheyenne
131	6	yep.	agree	00:07:19,732	00:07:20,934	superstore	Amy
133	3	i was told to be here at 11:00.	explain	00:08:19,092	00:08:20,327	superstore	superstore person2
133	9	vest. tag. produce. go!	arrange	00:08:36,709	00:08:39,012	superstore	Dina
134	0	i'd have to take everything off the shelf to move it.	explain	00:08:52,259	00:08:54,527	superstore	superstore person3
134	1	well, then it's a bad day to be earl, isn't it?	taunt	00:08:54,561	00:08:57,330	superstore	Glenn
134	2	i can hear you sighing!	criticize	00:08:59,166	00:09:00,633	superstore	Glenn
134	6	what am i going to say to jeff?	ask_help	00:09:31,664	00:09:33,400	superstore	Nico
135	2	well, i don't even know if i want him to have heard me.	complain	00:09:41,508	00:09:44,177	superstore	Nico
135	4	my boyfriend jerry got hit in the head by a mailbox during the tornado.	complain	00:09:46,479	00:09:50,450	superstore	Sandra
135	8	he's off the breathing tube.	complain	00:10:03,563	00:10:06,099	superstore	Sandra
136	0	meet me in back in five.	arrange	00:10:15,142	00:10:16,676	superstore	Amy
