actual_label,predicted_label,true_label_prob,is_correct
4,4,0.7889235,True
19,13,0.0022376517,False
2,2,0.998495,True
17,12,0.00052430516,False
1,1,0.99852496,True
9,4,0.013098928,False
4,0,0.00034350893,False
18,12,2.353098e-05,False
8,7,0.0060580396,False
11,17,0.024400454,False
16,16,0.99809057,True
15,15,0.9970898,True
0,0,0.85411036,True
15,15,0.96507096,True
2,2,0.99856037,True
3,3,0.99821234,True
7,0,0.08794341,False
5,5,0.8615783,True
0,0,0.99804187,True
12,14,0.0028551172,False
1,5,0.00854836,False
16,16,0.99850625,True
5,5,0.9947291,True
8,7,0.019736975,False
12,14,0.018256847,False
1,7,0.010073444,False
12,12,0.99920255,True
3,3,0.99848,True
12,12,0.9877741,True
3,3,0.9688515,True
11,11,0.99663687,True
1,1,0.9849006,True
12,12,0.9989278,True
1,1,0.99281716,True
11,6,0.02958649,False
12,12,0.9876008,True
8,7,0.0021075096,False
14,14,0.99670744,True
3,3,0.9981877,True
5,5,0.98956805,True
7,9,0.06211546,False
18,18,0.9958681,True
13,6,0.00017282578,False
13,14,0.48098105,False
0,10,0.0004397614,False
14,19,0.005484753,False
0,0,0.9993593,True
3,3,0.99833703,True
4,0,0.072087124,False
0,0,0.99858546,True
17,17,0.9942258,True
12,3,0.3542254,False
1,1,0.99910384,True
12,12,0.9923045,True
0,9,0.18817244,False
10,10,0.9973936,True
4,4,0.6898423,True
5,9,0.31227654,False
14,14,0.9390557,True
1,1,0.99337864,True
10,10,0.9854137,True
1,1,0.9835814,True
9,9,0.5652478,True
17,10,0.3787951,False
11,11,0.9918256,True
12,12,0.92096066,True
18,15,0.00058593735,False
13,11,0.00013185006,False
1,1,0.9974316,True
15,15,0.98435175,True
13,1,0.002031788,False
19,11,0.3868557,False
17,12,0.012206035,False
19,19,0.96050125,True
13,13,0.9957682,True
1,10,0.0037610221,False
0,0,0.99891937,True
0,0,0.9991654,True
19,19,0.68287116,True
5,5,0.99501556,True
16,15,2.3490706e-05,False
0,0,0.9901502,True
12,12,0.9992842,True
14,14,0.9871039,True
18,18,0.9879199,True
13,13,0.9982827,True
0,0,0.99890757,True
12,12,0.64036405,True
2,2,0.99589515,True
4,4,0.571309,True
3,3,0.99815756,True
0,0,0.5345413,True
12,7,0.03805552,False
15,15,0.9671301,True
6,0,0.0032183335,False
0,0,0.98869544,True
12,12,0.9994174,True
6,6,0.5649933,True
13,13,0.8425443,True
1,3,0.037895553,False
18,18,0.98697996,True
7,0,0.00894513,False
3,3,0.998095,True
12,13,0.0635101,False
15,14,6.025829e-05,False
12,13,0.0013030107,False
0,7,0.08971881,False
13,13,0.9935823,True
5,5,0.32640436,True
0,0,0.6404051,True
5,5,0.99296063,True
4,4,0.984729,True
12,0,0.002193479,False
17,12,0.0013011734,False
4,11,0.35339338,False
18,18,0.9950636,True
0,0,0.99862254,True
1,1,0.88856715,True
6,15,0.010984857,False
14,14,0.99522156,True
1,1,0.9989881,True
2,2,0.9983707,True
2,2,0.9984397,True
13,13,0.9214105,True
10,10,0.9799769,True
0,0,0.99851507,True
0,0,0.99937433,True
12,14,0.09174969,False
19,19,0.96233416,True
2,2,0.4002301,True
10,10,0.99815637,True
0,0,0.5093395,True
2,2,0.9985796,True
0,1,9.006986e-06,False
16,16,0.8811517,True
14,2,0.001150963,False
11,11,0.99524873,True
6,1,0.065852605,False
7,7,0.98155874,True
0,9,0.16070108,False
4,17,0.022633027,False
2,2,0.9978187,True
11,11,0.9961279,True
2,2,0.9985644,True
12,12,0.9336263,True
0,0,0.99863726,True
4,4,0.9981446,True
7,7,0.9288114,True
0,0,0.9993754,True
16,16,0.997336,True
17,17,0.9910048,True
12,12,0.99946016,True
1,1,0.9979868,True
0,0,0.98789495,True
17,10,0.015536511,False
7,0,0.00030408843,False
0,0,0.9992434,True
3,3,0.99850583,True
12,12,0.9202657,True
19,12,0.0004903929,False
13,13,0.9968431,True
11,11,0.9903384,True
12,12,0.8162145,True
13,14,0.002720844,False
11,11,0.93601555,True
1,1,0.9990565,True
0,0,0.99933606,True
6,4,0.046562586,False
16,16,0.65704787,True
0,12,0.0107976785,False
12,9,0.00066566863,False
8,7,0.022926765,False
6,6,0.7971722,True
1,1,0.9990421,True
2,2,0.9986123,True
6,7,0.05252441,False
3,3,0.99724376,True
13,13,0.99486876,True
1,1,0.9990225,True
9,15,0.046138696,False
15,7,0.009402501,False
0,0,0.999014,True
10,7,0.004097496,False
1,1,0.99861383,True
1,1,0.9988513,True
12,14,0.14030418,False
0,0,0.9983735,True
17,17,0.9937266,True
16,16,0.98711663,True
17,17,0.9751637,True
12,12,0.9732876,True
2,2,0.9985241,True
4,4,0.9921084,True
